adhesome_gene,corr,tissue,study
PLCG1,0.598563019,Stomach,GTEx
PTPRT,0.015722077,Stomach,GTEx
SDC4,0.090588853,Stomach,GTEx
CDH22,0.017801159,Stomach,GTEx
PTPN1,0.551256576,Stomach,GTEx
CASS4,0.468356575,Stomach,GTEx
CDH4,0.306765346,Stomach,GTEx
TIAM1,0.534382917,Stomach,GTEx
ITGB2,0.375784601,Stomach,GTEx
ARVCF,0.557371716,Stomach,GTEx
CRKL,0.643090912,Stomach,GTEx
MAPK1,0.495953343,Stomach,GTEx
PPM1F,0.515019058,Stomach,GTEx
NF2,0.432872636,Stomach,GTEx
RNF185,0.497165088,Stomach,GTEx
MYH9,0.571115318,Stomach,GTEx
SH3BP1,0.156748098,Stomach,GTEx
TRIOBP,0.514795711,Stomach,GTEx
CSNK1E,0.520465212,Stomach,GTEx
PARVB,0.425934448,Stomach,GTEx
SH3KBP1,0.520113882,Stomach,GTEx
SMPX,0.198610219,Stomach,GTEx
MSN,0.525077371,Stomach,GTEx
ARHGEF6,0.617944108,Stomach,GTEx
FLNA,0.206826195,Stomach,GTEx
AJAP1,0.144280916,Ovary,GTEx
FBLIM1,-0.074494174,Ovary,GTEx
CDC42,0.126096033,Ovary,GTEx
ASAP3,0.129477851,Ovary,GTEx
SLC9A1,0.081050069,Ovary,GTEx
WASF2,0.354533807,Ovary,GTEx
EPB41,0.393250843,Ovary,GTEx
PTPRU,0.118697448,Ovary,GTEx
FABP3,-0.164666998,Ovary,GTEx
MACF1,0.263846447,Ovary,GTEx
PTPRF,0.350981378,Ovary,GTEx
TSPAN1,-0.100615478,Ovary,GTEx
ITGB3BP,0.147110584,Ovary,GTEx
NEXN,-0.00813591,Ovary,GTEx
SSX2IP,0.087597704,Ovary,GTEx
BCAR3,0.264482833,Ovary,GTEx
VAV3,-0.067064085,Ovary,GTEx
RAP1A,-0.06988772,Ovary,GTEx
CAPZA1,-0.122661236,Ovary,GTEx
ITGA10,-0.0722808,Ovary,GTEx
HAX1,-0.074309022,Ovary,GTEx
SHC1,0.000563498,Ovary,GTEx
ARHGEF2,-0.04372161,Ovary,GTEx
CSRP1,-0.052928338,Ovary,GTEx
PTPN14,0.257936897,Ovary,GTEx
CAPN2,0.056761258,Ovary,GTEx
ENAH,0.133272197,Ovary,GTEx
ARF1,0.100081156,Ovary,GTEx
RHOU,0.156616749,Ovary,GTEx
ACP1,0.251638879,Ovary,GTEx
ASAP2,0.147589825,Ovary,GTEx
ITGB1BP1,-0.195618998,Ovary,GTEx
SDC1,0.032234957,Ovary,GTEx
SOS1,0.388859937,Ovary,GTEx
SPTBN1,0.23305504,Ovary,GTEx
CTNNA2,-0.066375314,Ovary,GTEx
FHL2,0.071505069,Ovary,GTEx
NCK2,0.014215979,Ovary,GTEx
LIMS1,0.088854061,Ovary,GTEx
ACTR3,0.087739831,Ovary,GTEx
LIMS2,-0.071377442,Ovary,GTEx
PKP4,-0.064962441,Ovary,GTEx
ITGB6,0.003280166,Ovary,GTEx
ITGA6,-0.050101949,Ovary,GTEx
ITGA4,0.059798618,Ovary,GTEx
ITGAV,0.382723772,Ovary,GTEx
CASP8,0.185425465,Ovary,GTEx
ABI2,0.269522669,Ovary,GTEx
NRP2,0.390702512,Ovary,GTEx
TNS1,0.20286632,Ovary,GTEx
ARPC2,-0.088124292,Ovary,GTEx
IRS1,0.370539918,Ovary,GTEx
INPP5D,-0.121642982,Ovary,GTEx
ILKAP,-0.011238373,Ovary,GTEx
ANKRD28,0.237720761,Ovary,GTEx
ITGA9,0.006372225,Ovary,GTEx
CTNNB1,0.359774314,Ovary,GTEx
RHOA,-0.123798779,Ovary,GTEx
PPM1M,0.021775055,Ovary,GTEx
NISCH,0.179221863,Ovary,GTEx
PRKCD,0.091433398,Ovary,GTEx
FLNB,0.396164752,Ovary,GTEx
MAGI1,0.071701037,Ovary,GTEx
CD47,0.446299915,Ovary,GTEx
ITGB5,-0.022554947,Ovary,GTEx
HEG1,0.13503875,Ovary,GTEx
PLD1,0.250683815,Ovary,GTEx
ECT2,0.139156292,Ovary,GTEx
PIK3CA,0.235708641,Ovary,GTEx
LPP,0.219486116,Ovary,GTEx
DLG1,0.3802279,Ovary,GTEx
ADD1,0.417297586,Ovary,GTEx
SHROOM3,0.09610136,Ovary,GTEx
ARHGAP24,0.173291609,Ovary,GTEx
GAB1,0.199571772,Ovary,GTEx
RAPGEF2,0.384504766,Ovary,GTEx
PALLD,0.061783532,Ovary,GTEx
CASP3,0.001258202,Ovary,GTEx
SORBS2,0.169248244,Ovary,GTEx
FAT1,0.334793188,Ovary,GTEx
EXOC3,0.256521786,Ovary,GTEx
CTNND2,-0.043266835,Ovary,GTEx
TRIO,0.348144554,Ovary,GTEx
CDH18,-0.078776184,Ovary,GTEx
CDH12,-0.064260916,Ovary,GTEx
CDH10,0.034309699,Ovary,GTEx
CDH9,-0.214585102,Ovary,GTEx
CDH6,-0.03457118,Ovary,GTEx
PDZD2,0.404780455,Ovary,GTEx
ITGA1,0.010533308,Ovary,GTEx
ITGA2,0.141548056,Ovary,GTEx
PDE4D,-0.051187463,Ovary,GTEx
RASA1,0.355993977,Ovary,GTEx
FER,0.249111868,Ovary,GTEx
PPP2CA,-0.012657398,Ovary,GTEx
CTNNA1,0.316377963,Ovary,GTEx
DIAPH1,0.072468852,Ovary,GTEx
ARHGAP26,-0.172413866,Ovary,GTEx
DBN1,-0.022550084,Ovary,GTEx
NEDD9,-0.074597774,Ovary,GTEx
RNF5,0.037726612,Ovary,GTEx
DEF6,-0.052654489,Ovary,GTEx
CD2AP,0.301362948,Ovary,GTEx
MYO6,0.123814179,Ovary,GTEx
FYN,0.145682956,Ovary,GTEx
MARCKS,0.278855828,Ovary,GTEx
PTPRK,0.263553692,Ovary,GTEx
EZR,0.072867436,Ovary,GTEx
GNA12,0.18226945,Ovary,GTEx
ACTB,0.046410402,Ovary,GTEx
FSCN1,0.184888079,Ovary,GTEx
RAC1,-0.071322763,Ovary,GTEx
ITGB8,0.311941878,Ovary,GTEx
ELMO1,0.00344711,Ovary,GTEx
EGFR,0.318189759,Ovary,GTEx
LIMK1,0.176748293,Ovary,GTEx
HSPB1,-0.190560928,Ovary,GTEx
PTPN12,-0.014305706,Ovary,GTEx
KRIT1,0.379891632,Ovary,GTEx
TRIP6,0.163289292,Ovary,GTEx
CBLL1,0.407670212,Ovary,GTEx
TES,0.119921644,Ovary,GTEx
CAV1,-0.003442887,Ovary,GTEx
MET,-0.022452666,Ovary,GTEx
WASL,0.167702322,Ovary,GTEx
ZYX,-0.105094417,Ovary,GTEx
KCNH2,-0.098917936,Ovary,GTEx
DLC1,-0.035179294,Ovary,GTEx
SORBS3,-0.214197355,Ovary,GTEx
PTK2B,0.149999366,Ovary,GTEx
ADAM9,0.166212562,Ovary,GTEx
LYN,-0.041660805,Ovary,GTEx
SDCBP,-0.045791396,Ovary,GTEx
PABPC1,0.134689195,Ovary,GTEx
PTK2,0.021620261,Ovary,GTEx
SCRIB,0.178414464,Ovary,GTEx
PLEC,0.156932175,Ovary,GTEx
SHARPIN,0.013176941,Ovary,GTEx
TESK1,-0.170795853,Ovary,GTEx
TLN1,0.323596632,Ovary,GTEx
TJP2,0.257100128,Ovary,GTEx
OSTF1,-0.142357765,Ovary,GTEx
SYK,0.057195705,Ovary,GTEx
SPTLC1,0.56150172,Ovary,GTEx
CORO2A,-0.036960698,Ovary,GTEx
ENG,-0.022013357,Ovary,GTEx
ABL1,0.169375602,Ovary,GTEx
RAPGEF1,0.117242364,Ovary,GTEx
VAV2,-0.002615475,Ovary,GTEx
ITGA8,0.079788352,Ovary,GTEx
VIM,-0.12385152,Ovary,GTEx
ARHGAP21,0.062006753,Ovary,GTEx
ABI1,0.224953747,Ovary,GTEx
MPP7,0.048526802,Ovary,GTEx
SVIL,0.504260177,Ovary,GTEx
ARHGAP12,0.363972857,Ovary,GTEx
ITGB1,0.181468421,Ovary,GTEx
NRP1,0.184145759,Ovary,GTEx
PARD3,0.381853638,Ovary,GTEx
MAPK8,0.367779143,Ovary,GTEx
ANK3,0.241093782,Ovary,GTEx
CTNNA3,-0.006703411,Ovary,GTEx
VCL,0.137681644,Ovary,GTEx
DLG5,0.526179375,Ovary,GTEx
LDB3,-0.015552672,Ovary,GTEx
PTEN,-0.046605268,Ovary,GTEx
SORBS1,-0.011114266,Ovary,GTEx
ADAM12,0.12159403,Ovary,GTEx
DOCK1,0.487162388,Ovary,GTEx
HRAS,-0.260293481,Ovary,GTEx
CD151,-0.084384014,Ovary,GTEx
ILK,-0.139162113,Ovary,GTEx
PARVA,0.041201437,Ovary,GTEx
PLEKHA7,0.299854646,Ovary,GTEx
PTPRJ,-0.009299331,Ovary,GTEx
CTNND1,0.393888673,Ovary,GTEx
LPXN,0.064153253,Ovary,GTEx
SLC3A2,0.105701764,Ovary,GTEx
FERMT3,-0.089440817,Ovary,GTEx
CAPN1,0.100712766,Ovary,GTEx
CFL1,-0.079943945,Ovary,GTEx
CORO1B,0.128974659,Ovary,GTEx
PPFIA1,0.280757509,Ovary,GTEx
CTTN,-0.033926265,Ovary,GTEx
INPPL1,0.009339895,Ovary,GTEx
MYO7A,0.099248256,Ovary,GTEx
PAK1,0.222920121,Ovary,GTEx
RDX,0.334426225,Ovary,GTEx
LAYN,0.017222213,Ovary,GTEx
CBL,0.036113065,Ovary,GTEx
THY1,-0.083948709,Ovary,GTEx
ARHGEF12,0.196311053,Ovary,GTEx
ARHGAP32,0.48684104,Ovary,GTEx
PTPN6,0.02211389,Ovary,GTEx
PTPRO,-0.033272068,Ovary,GTEx
TUBA1B,0.161278613,Ovary,GTEx
RACGAP1,0.096366446,Ovary,GTEx
LIMA1,-0.008138919,Ovary,GTEx
ITGB7,-0.016750692,Ovary,GTEx
ITGA5,-0.134824496,Ovary,GTEx
ITGA7,-0.070989469,Ovary,GTEx
LRP1,0.41377408,Ovary,GTEx
AGAP2,-0.01990762,Ovary,GTEx
LIN7A,-0.107457475,Ovary,GTEx
VEZT,0.140204077,Ovary,GTEx
SSH1,0.137941514,Ovary,GTEx
TRPV4,-0.023472701,Ovary,GTEx
GIT2,0.231390495,Ovary,GTEx
PTPN11,0.216531913,Ovary,GTEx
PXN,-0.025274484,Ovary,GTEx
CLIP1,0.065141362,Ovary,GTEx
STARD13,0.101643209,Ovary,GTEx
TRPC4,0.079967717,Ovary,GTEx
LMO7,0.381487408,Ovary,GTEx
ARHGEF7,-0.119917992,Ovary,GTEx
MMP14,0.102405049,Ovary,GTEx
CDH24,-0.089403987,Ovary,GTEx
PRKD1,0.149262535,Ovary,GTEx
ARHGAP5,0.382191825,Ovary,GTEx
ARF6,0.00292899,Ovary,GTEx
FERMT2,0.121510995,Ovary,GTEx
KTN1,0.140821388,Ovary,GTEx
AKAP5,-0.005128366,Ovary,GTEx
HSPA2,-0.03337641,Ovary,GTEx
ACTN1,-0.129276293,Ovary,GTEx
PSEN1,0.348319206,Ovary,GTEx
NUMB,0.266635752,Ovary,GTEx
DYNC1H1,0.441400324,Ovary,GTEx
ZFYVE21,-0.021563681,Ovary,GTEx
AKT1,0.05481627,Ovary,GTEx
TJP1,0.196534971,Ovary,GTEx
TRPM7,0.375935724,Ovary,GTEx
CGNL1,0.226935288,Ovary,GTEx
ADAM10,0.292428421,Ovary,GTEx
ITGA11,-5.41E-06,Ovary,GTEx
CSK,-0.012258705,Ovary,GTEx
PEAK1,0.229663374,Ovary,GTEx
CIB2,-0.071490536,Ovary,GTEx
CIB1,-0.242118909,Ovary,GTEx
IQGAP1,0.18835754,Ovary,GTEx
SYNM,-0.043167362,Ovary,GTEx
MAPK8IP3,0.027791756,Ovary,GTEx
PKD1,0.145615787,Ovary,GTEx
PDPK1,0.294551213,Ovary,GTEx
NUDT16L1,0.073546595,Ovary,GTEx
SH2B1,0.230082104,Ovary,GTEx
ITGAL,0.075485042,Ovary,GTEx
ITGAM,0.112808848,Ovary,GTEx
ITGAX,-0.151662073,Ovary,GTEx
ITGAD,0.055872076,Ovary,GTEx
TGFB1I1,-0.156071867,Ovary,GTEx
CDH8,0.10860796,Ovary,GTEx
CDH11,0.396504791,Ovary,GTEx
CDH5,-0.103522304,Ovary,GTEx
CDH3,0.317672836,Ovary,GTEx
CDH1,0.115848264,Ovary,GTEx
BCAR1,-0.113262954,Ovary,GTEx
CDH15,0.033826157,Ovary,GTEx
CRK,0.094758198,Ovary,GTEx
ITGAE,-0.233036732,Ovary,GTEx
PFN1,-0.120177203,Ovary,GTEx
NDEL1,0.118210602,Ovary,GTEx
MYH10,0.266918818,Ovary,GTEx
GIT1,0.089708916,Ovary,GTEx
SRCIN1,0.090375411,Ovary,GTEx
LASP1,0.085817487,Ovary,GTEx
GRB7,0.087803881,Ovary,GTEx
WIPF2,0.115807464,Ovary,GTEx
JUP,0.216864188,Ovary,GTEx
STAT3,-0.038514279,Ovary,GTEx
ITGB3,0.074713896,Ovary,GTEx
ABI3,-0.137774435,Ovary,GTEx
ITGA3,0.029850431,Ovary,GTEx
NME1,-0.026480006,Ovary,GTEx
PRKCA,0.420383036,Ovary,GTEx
GRB2,0.169987558,Ovary,GTEx
ITGB4,-0.072959781,Ovary,GTEx
SLC16A3,-0.090450596,Ovary,GTEx
MYOM1,-0.00751295,Ovary,GTEx
PTPRM,0.223409103,Ovary,GTEx
PTPN2,0.091439082,Ovary,GTEx
ROCK1,0.23914509,Ovary,GTEx
CDH2,0.244357837,Ovary,GTEx
CDH20,0.101262627,Ovary,GTEx
CDH7,0.262261055,Ovary,GTEx
CDH19,-0.135751077,Ovary,GTEx
PIP5K1C,0.057925772,Ovary,GTEx
VAV1,0.035465425,Ovary,GTEx
INSR,0.078121888,Ovary,GTEx
RAVER1,0.318383279,Ovary,GTEx
KEAP1,0.186671465,Ovary,GTEx
DNM2,0.191784935,Ovary,GTEx
CALR,0.268687773,Ovary,GTEx
PRKACA,0.252135936,Ovary,GTEx
SIPA1L3,0.368493757,Ovary,GTEx
ACTN4,0.177346522,Ovary,GTEx
CEACAM1,-0.238966048,Ovary,GTEx
PLAUR,-0.096374959,Ovary,GTEx
PVR,0.215265401,Ovary,GTEx
VASP,-0.068888394,Ovary,GTEx
ARHGAP35,0.381287852,Ovary,GTEx
CYTH2,0.056341805,Ovary,GTEx
PTPRH,0.110587999,Ovary,GTEx
CSNK2A1,0.370100249,Ovary,GTEx
SIRPA,-0.018926124,Ovary,GTEx
PTPRA,0.39172611,Ovary,GTEx
PRNP,0.225808585,Ovary,GTEx
FERMT1,0.228151596,Ovary,GTEx
SRC,0.102263298,Ovary,GTEx
PLCG1,0.112462419,Ovary,GTEx
PTPRT,0.253453831,Ovary,GTEx
SDC4,0.058251867,Ovary,GTEx
CDH22,0.076567858,Ovary,GTEx
PTPN1,0.175435425,Ovary,GTEx
CASS4,0.091292932,Ovary,GTEx
CDH4,0.168560172,Ovary,GTEx
TIAM1,-0.080598733,Ovary,GTEx
ITGB2,0.094096902,Ovary,GTEx
ARVCF,0.109738255,Ovary,GTEx
CRKL,0.385464959,Ovary,GTEx
MAPK1,0.253725437,Ovary,GTEx
PPM1F,-0.045355593,Ovary,GTEx
NF2,0.05621554,Ovary,GTEx
RNF185,0.076169789,Ovary,GTEx
MYH9,0.098708178,Ovary,GTEx
SH3BP1,0.016584261,Ovary,GTEx
TRIOBP,0.048528141,Ovary,GTEx
CSNK1E,0.165462272,Ovary,GTEx
PARVB,0.062399229,Ovary,GTEx
SH3KBP1,-0.206383479,Ovary,GTEx
SMPX,0.037017943,Ovary,GTEx
MSN,0.126780883,Ovary,GTEx
ARHGEF6,0.090447356,Ovary,GTEx
FLNA,0.060308566,Ovary,GTEx
AJAP1,-0.034619162,Liver,GTEx
FBLIM1,0.042606736,Liver,GTEx
CDC42,0.501709004,Liver,GTEx
ASAP3,0.257099715,Liver,GTEx
SLC9A1,0.299259435,Liver,GTEx
WASF2,0.421712381,Liver,GTEx
EPB41,0.530948176,Liver,GTEx
PTPRU,0.314690454,Liver,GTEx
FABP3,0.177667206,Liver,GTEx
MACF1,0.369889701,Liver,GTEx
PTPRF,0.510503874,Liver,GTEx
TSPAN1,0.091131187,Liver,GTEx
ITGB3BP,0.350076074,Liver,GTEx
NEXN,0.167740675,Liver,GTEx
SSX2IP,0.266899632,Liver,GTEx
BCAR3,0.650156964,Liver,GTEx
VAV3,0.324755966,Liver,GTEx
RAP1A,0.290505619,Liver,GTEx
CAPZA1,0.311229733,Liver,GTEx
ITGA10,0.110782593,Liver,GTEx
HAX1,0.397788313,Liver,GTEx
SHC1,0.391419019,Liver,GTEx
ARHGEF2,0.18584442,Liver,GTEx
CSRP1,0.258230401,Liver,GTEx
PTPN14,0.295451381,Liver,GTEx
CAPN2,0.378079955,Liver,GTEx
ENAH,0.493021814,Liver,GTEx
ARF1,0.311191624,Liver,GTEx
RHOU,0.060422162,Liver,GTEx
ACP1,0.531996083,Liver,GTEx
ASAP2,0.717718839,Liver,GTEx
ITGB1BP1,0.305241155,Liver,GTEx
SDC1,0.099598674,Liver,GTEx
SOS1,0.458074328,Liver,GTEx
SPTBN1,0.388750447,Liver,GTEx
CTNNA2,0.141553109,Liver,GTEx
FHL2,0.106571536,Liver,GTEx
NCK2,0.394316205,Liver,GTEx
LIMS1,0.439400257,Liver,GTEx
ACTR3,0.555879114,Liver,GTEx
LIMS2,0.131544884,Liver,GTEx
PKP4,0.584295192,Liver,GTEx
ITGB6,0.277218668,Liver,GTEx
ITGA6,0.583505174,Liver,GTEx
ITGA4,0.255466227,Liver,GTEx
ITGAV,0.44167177,Liver,GTEx
CASP8,0.575865732,Liver,GTEx
ABI2,0.508436493,Liver,GTEx
NRP2,0.517583173,Liver,GTEx
TNS1,0.170053279,Liver,GTEx
ARPC2,0.484666303,Liver,GTEx
IRS1,0.185061242,Liver,GTEx
INPP5D,0.228094301,Liver,GTEx
ILKAP,-0.165850697,Liver,GTEx
ANKRD28,0.268768225,Liver,GTEx
ITGA9,0.558336384,Liver,GTEx
CTNNB1,0.715868263,Liver,GTEx
RHOA,0.58736064,Liver,GTEx
PPM1M,0.343422205,Liver,GTEx
NISCH,0.269034246,Liver,GTEx
PRKCD,0.482622144,Liver,GTEx
FLNB,0.285504235,Liver,GTEx
MAGI1,0.218891712,Liver,GTEx
CD47,0.59415136,Liver,GTEx
ITGB5,0.249522113,Liver,GTEx
HEG1,0.581586629,Liver,GTEx
PLD1,0.294061198,Liver,GTEx
ECT2,0.353553412,Liver,GTEx
PIK3CA,0.488946931,Liver,GTEx
LPP,0.496290129,Liver,GTEx
DLG1,0.622862991,Liver,GTEx
ADD1,0.637727319,Liver,GTEx
SHROOM3,0.421023623,Liver,GTEx
ARHGAP24,0.285004881,Liver,GTEx
GAB1,0.256160886,Liver,GTEx
RAPGEF2,0.568745746,Liver,GTEx
PALLD,0.168001137,Liver,GTEx
CASP3,0.141484204,Liver,GTEx
SORBS2,0.13275343,Liver,GTEx
FAT1,0.325116088,Liver,GTEx
EXOC3,0.484444419,Liver,GTEx
CTNND2,0.117989378,Liver,GTEx
TRIO,0.255296865,Liver,GTEx
CDH18,0.18412727,Liver,GTEx
CDH12,0.321330021,Liver,GTEx
CDH10,0.619149233,Liver,GTEx
CDH9,-0.326963596,Liver,GTEx
CDH6,-0.006018622,Liver,GTEx
PDZD2,0.347442805,Liver,GTEx
ITGA1,0.492569425,Liver,GTEx
ITGA2,0.387236441,Liver,GTEx
PDE4D,0.031811627,Liver,GTEx
RASA1,0.478128855,Liver,GTEx
FER,0.488509135,Liver,GTEx
PPP2CA,0.280512158,Liver,GTEx
CTNNA1,0.523473042,Liver,GTEx
DIAPH1,0.425565061,Liver,GTEx
ARHGAP26,0.280533605,Liver,GTEx
DBN1,0.292079082,Liver,GTEx
NEDD9,0.200173751,Liver,GTEx
RNF5,0.328976314,Liver,GTEx
DEF6,0.083631796,Liver,GTEx
CD2AP,0.062494349,Liver,GTEx
MYO6,0.605300619,Liver,GTEx
FYN,0.241974911,Liver,GTEx
MARCKS,0.330013792,Liver,GTEx
PTPRK,0.568639779,Liver,GTEx
EZR,-0.004808556,Liver,GTEx
GNA12,0.444610316,Liver,GTEx
ACTB,0.341267607,Liver,GTEx
FSCN1,0.412071084,Liver,GTEx
RAC1,0.468788628,Liver,GTEx
ITGB8,0.063595261,Liver,GTEx
ELMO1,0.306807966,Liver,GTEx
EGFR,0.140353223,Liver,GTEx
LIMK1,0.43760137,Liver,GTEx
HSPB1,0.008884166,Liver,GTEx
PTPN12,0.262446555,Liver,GTEx
KRIT1,0.435627334,Liver,GTEx
TRIP6,0.051456144,Liver,GTEx
CBLL1,0.601124195,Liver,GTEx
TES,0.479478554,Liver,GTEx
CAV1,0.119275902,Liver,GTEx
MET,0.349594979,Liver,GTEx
WASL,0.377047771,Liver,GTEx
ZYX,0.189361852,Liver,GTEx
KCNH2,0.167608063,Liver,GTEx
DLC1,0.244649421,Liver,GTEx
SORBS3,-0.092738875,Liver,GTEx
PTK2B,0.473142817,Liver,GTEx
ADAM9,0.48809246,Liver,GTEx
LYN,0.320654096,Liver,GTEx
SDCBP,0.454810562,Liver,GTEx
PABPC1,0.594921585,Liver,GTEx
PTK2,0.642095851,Liver,GTEx
SCRIB,0.37987472,Liver,GTEx
PLEC,0.548863747,Liver,GTEx
SHARPIN,0.217833592,Liver,GTEx
TESK1,0.184168334,Liver,GTEx
TLN1,0.351833343,Liver,GTEx
TJP2,0.239231055,Liver,GTEx
OSTF1,0.416358325,Liver,GTEx
SYK,0.422316971,Liver,GTEx
SPTLC1,0.63609667,Liver,GTEx
CORO2A,0.164863004,Liver,GTEx
ENG,0.507774842,Liver,GTEx
ABL1,0.306259838,Liver,GTEx
RAPGEF1,0.164019883,Liver,GTEx
VAV2,0.132507977,Liver,GTEx
ITGA8,0.198932103,Liver,GTEx
VIM,0.174635997,Liver,GTEx
ARHGAP21,0.272455634,Liver,GTEx
ABI1,0.22253629,Liver,GTEx
MPP7,0.569261248,Liver,GTEx
SVIL,0.480768486,Liver,GTEx
ARHGAP12,0.288669218,Liver,GTEx
ITGB1,0.613626692,Liver,GTEx
NRP1,0.332731432,Liver,GTEx
PARD3,0.595062325,Liver,GTEx
MAPK8,0.199548093,Liver,GTEx
ANK3,0.268941274,Liver,GTEx
CTNNA3,0.197575771,Liver,GTEx
VCL,0.270634385,Liver,GTEx
DLG5,0.660153034,Liver,GTEx
LDB3,-0.059704347,Liver,GTEx
PTEN,0.342524836,Liver,GTEx
SORBS1,0.125472952,Liver,GTEx
ADAM12,0.127905241,Liver,GTEx
DOCK1,0.692570025,Liver,GTEx
HRAS,-0.00112367,Liver,GTEx
CD151,0.43466189,Liver,GTEx
ILK,0.310202985,Liver,GTEx
PARVA,0.544318818,Liver,GTEx
PLEKHA7,0.166927542,Liver,GTEx
PTPRJ,0.461760143,Liver,GTEx
CTNND1,0.681769714,Liver,GTEx
LPXN,0.002736445,Liver,GTEx
SLC3A2,0.444550127,Liver,GTEx
FERMT3,0.395825166,Liver,GTEx
CAPN1,0.537925063,Liver,GTEx
CFL1,0.433395595,Liver,GTEx
CORO1B,0.524862732,Liver,GTEx
PPFIA1,0.357304463,Liver,GTEx
CTTN,0.413104498,Liver,GTEx
INPPL1,0.385747502,Liver,GTEx
MYO7A,0.368493963,Liver,GTEx
PAK1,0.376457752,Liver,GTEx
RDX,0.464723317,Liver,GTEx
LAYN,0.155845972,Liver,GTEx
CBL,0.553427983,Liver,GTEx
THY1,0.050431367,Liver,GTEx
ARHGEF12,0.439411638,Liver,GTEx
ARHGAP32,0.382983444,Liver,GTEx
PTPN6,0.477736888,Liver,GTEx
PTPRO,0.458752507,Liver,GTEx
TUBA1B,0.61080239,Liver,GTEx
RACGAP1,0.493936171,Liver,GTEx
LIMA1,0.415858656,Liver,GTEx
ITGB7,0.426837933,Liver,GTEx
ITGA5,0.333490543,Liver,GTEx
ITGA7,0.470062822,Liver,GTEx
LRP1,0.671070131,Liver,GTEx
AGAP2,0.087929478,Liver,GTEx
LIN7A,0.621389105,Liver,GTEx
VEZT,0.504560361,Liver,GTEx
SSH1,0.387102502,Liver,GTEx
TRPV4,0.296907883,Liver,GTEx
GIT2,0.33787513,Liver,GTEx
PTPN11,0.444461326,Liver,GTEx
PXN,0.364633623,Liver,GTEx
CLIP1,0.429104489,Liver,GTEx
STARD13,0.442046258,Liver,GTEx
TRPC4,0.108512039,Liver,GTEx
LMO7,0.444677716,Liver,GTEx
ARHGEF7,0.075520936,Liver,GTEx
MMP14,0.381607081,Liver,GTEx
CDH24,0.25317192,Liver,GTEx
PRKD1,0.441759797,Liver,GTEx
ARHGAP5,0.35763617,Liver,GTEx
ARF6,0.381522578,Liver,GTEx
FERMT2,0.202977963,Liver,GTEx
KTN1,0.448724724,Liver,GTEx
AKAP5,0.12789183,Liver,GTEx
HSPA2,0.250022372,Liver,GTEx
ACTN1,0.447420325,Liver,GTEx
PSEN1,0.519873778,Liver,GTEx
NUMB,0.450710015,Liver,GTEx
DYNC1H1,0.677025008,Liver,GTEx
ZFYVE21,0.202547177,Liver,GTEx
AKT1,0.351396271,Liver,GTEx
TJP1,0.455942052,Liver,GTEx
TRPM7,0.356723573,Liver,GTEx
CGNL1,0.380561578,Liver,GTEx
ADAM10,0.40971067,Liver,GTEx
ITGA11,0.326657454,Liver,GTEx
CSK,0.084643331,Liver,GTEx
PEAK1,0.283847523,Liver,GTEx
CIB2,0.300711182,Liver,GTEx
CIB1,-0.062083597,Liver,GTEx
IQGAP1,0.517006675,Liver,GTEx
SYNM,0.069614576,Liver,GTEx
MAPK8IP3,0.015926667,Liver,GTEx
PKD1,0.415259272,Liver,GTEx
PDPK1,0.477787679,Liver,GTEx
NUDT16L1,-0.054043762,Liver,GTEx
SH2B1,0.313351266,Liver,GTEx
ITGAL,0.264459626,Liver,GTEx
ITGAM,0.409319722,Liver,GTEx
ITGAX,0.054105036,Liver,GTEx
ITGAD,0.115574893,Liver,GTEx
TGFB1I1,0.001411738,Liver,GTEx
CDH8,0.154666292,Liver,GTEx
CDH11,0.252541206,Liver,GTEx
CDH5,0.436173006,Liver,GTEx
CDH3,-0.046595494,Liver,GTEx
CDH1,0.204446524,Liver,GTEx
BCAR1,0.132092467,Liver,GTEx
CDH15,0.206539641,Liver,GTEx
CRK,0.285903461,Liver,GTEx
ITGAE,0.365170056,Liver,GTEx
PFN1,0.382355425,Liver,GTEx
NDEL1,-0.093880974,Liver,GTEx
MYH10,0.531211533,Liver,GTEx
GIT1,0.332722856,Liver,GTEx
SRCIN1,0.072808642,Liver,GTEx
LASP1,0.436433533,Liver,GTEx
GRB7,-0.10876577,Liver,GTEx
WIPF2,0.388483747,Liver,GTEx
JUP,0.273868601,Liver,GTEx
STAT3,0.202284567,Liver,GTEx
ITGB3,0.597317253,Liver,GTEx
ABI3,0.461121796,Liver,GTEx
ITGA3,0.101657084,Liver,GTEx
NME1,0.453933618,Liver,GTEx
PRKCA,0.462368024,Liver,GTEx
GRB2,0.409517771,Liver,GTEx
ITGB4,0.129383057,Liver,GTEx
SLC16A3,0.178965907,Liver,GTEx
MYOM1,0.199463659,Liver,GTEx
PTPRM,0.439996432,Liver,GTEx
PTPN2,0.077562204,Liver,GTEx
ROCK1,0.566573246,Liver,GTEx
CDH2,0.564960814,Liver,GTEx
CDH20,0.241297151,Liver,GTEx
CDH7,-0.23446135,Liver,GTEx
CDH19,0.168559136,Liver,GTEx
PIP5K1C,0.428334212,Liver,GTEx
VAV1,0.334901508,Liver,GTEx
INSR,0.099360191,Liver,GTEx
RAVER1,0.047590268,Liver,GTEx
KEAP1,0.440173768,Liver,GTEx
DNM2,0.451237607,Liver,GTEx
CALR,0.570421565,Liver,GTEx
PRKACA,0.482195092,Liver,GTEx
