adhesome_gene,lncRNA,corr,condition
FERMT2,MALAT1,0.373785393,GTEx
KTN1,MALAT1,0.318573601,GTEx
AKAP5,MALAT1,0.342295327,GTEx
HSPA2,MALAT1,0.105089254,GTEx
ACTN1,MALAT1,0.225761817,GTEx
PSEN1,MALAT1,0.294772292,GTEx
NUMB,MALAT1,0.475796741,GTEx
DYNC1H1,MALAT1,0.310049342,GTEx
ZFYVE21,MALAT1,0.473294698,GTEx
AKT1,MALAT1,0.365324045,GTEx
TJP1,MALAT1,0.387523121,GTEx
TRPM7,MALAT1,0.509627497,GTEx
CGNL1,MALAT1,0.377101108,GTEx
ADAM10,MALAT1,0.450130455,GTEx
ITGA11,MALAT1,0.312294123,GTEx
CSK,MALAT1,0.260200031,GTEx
PEAK1,MALAT1,0.44717192,GTEx
CIB2,MALAT1,0.233791932,GTEx
CIB1,MALAT1,0.210926462,GTEx
IQGAP1,MALAT1,0.333490704,GTEx
SYNM,MALAT1,0.081618783,GTEx
MAPK8IP3,MALAT1,0.538705313,GTEx
PKD1,MALAT1,0.39407053,GTEx
PDPK1,MALAT1,0.374032507,GTEx
NUDT16L1,MALAT1,0.210211913,GTEx
SH2B1,MALAT1,0.559117784,GTEx
ITGAL,MALAT1,0.222580045,GTEx
ITGAM,MALAT1,0.246325457,GTEx
ITGAX,MALAT1,0.233030067,GTEx
ITGAD,MALAT1,0.091077499,GTEx
TGFB1I1,MALAT1,0.442253072,GTEx
CDH8,MALAT1,0.275463279,GTEx
CDH11,MALAT1,0.445528947,GTEx
CDH5,MALAT1,0.397082232,GTEx
CDH3,MALAT1,0.236930637,GTEx
CDH1,MALAT1,0.133615434,GTEx
BCAR1,MALAT1,0.321324989,GTEx
CDH15,MALAT1,0.234601194,GTEx
CRK,MALAT1,0.332005571,GTEx
ITGAE,MALAT1,0.258227764,GTEx
PFN1,MALAT1,0.184764223,GTEx
NDEL1,MALAT1,0.471936322,GTEx
MYH10,MALAT1,0.343048617,GTEx
GIT1,MALAT1,0.334722718,GTEx
SRCIN1,MALAT1,0.140061982,GTEx
LASP1,MALAT1,0.235964258,GTEx
GRB7,MALAT1,0.222402665,GTEx
WIPF2,MALAT1,0.318245989,GTEx
JUP,MALAT1,0.278230503,GTEx
STAT3,MALAT1,0.409547653,GTEx
ITGB3,MALAT1,0.312847659,GTEx
ABI3,MALAT1,0.316996456,GTEx
ITGA3,MALAT1,0.503278718,GTEx
NME1,MALAT1,0.105103508,GTEx
PRKCA,MALAT1,0.150767949,GTEx
GRB2,MALAT1,0.251260978,GTEx
ITGB4,MALAT1,0.213400128,GTEx
SLC16A3,MALAT1,0.236528046,GTEx
MYOM1,MALAT1,0.161525841,GTEx
PTPRM,MALAT1,0.340987601,GTEx
PTPN2,MALAT1,0.480742396,GTEx
ROCK1,MALAT1,0.405747721,GTEx
CDH2,MALAT1,0.013807196,GTEx
CDH20,MALAT1,0.105821745,GTEx
CDH7,MALAT1,0.058959153,GTEx
CDH19,MALAT1,0.154810524,GTEx
PIP5K1C,MALAT1,0.396305239,GTEx
VAV1,MALAT1,0.150796298,GTEx
INSR,MALAT1,0.387767521,GTEx
RAVER1,MALAT1,0.411127636,GTEx
KEAP1,MALAT1,0.214458397,GTEx
DNM2,MALAT1,0.350264759,GTEx
CALR,MALAT1,0.344588411,GTEx
PRKACA,MALAT1,0.180762021,GTEx
SIPA1L3,MALAT1,0.320235046,GTEx
ACTN4,MALAT1,0.406924852,GTEx
CEACAM1,MALAT1,0.208654368,GTEx
PLAUR,MALAT1,0.338061122,GTEx
PVR,MALAT1,0.43184421,GTEx
VASP,MALAT1,0.282088337,GTEx
ARHGAP35,MALAT1,0.16347803,GTEx
CYTH2,MALAT1,0.522646448,GTEx
PTPRH,MALAT1,0.086785316,GTEx
CSNK2A1,MALAT1,0.365852306,GTEx
SIRPA,MALAT1,0.102082416,GTEx
PTPRA,MALAT1,0.401915393,GTEx
PRNP,MALAT1,0.337012021,GTEx
FERMT1,MALAT1,0.152952306,GTEx
SRC,MALAT1,0.408306941,GTEx
PLCG1,MALAT1,0.669999201,GTEx
PTPRT,MALAT1,0.045069551,GTEx
SDC4,MALAT1,0.257688309,GTEx
CDH22,MALAT1,0.054251841,GTEx
PTPN1,MALAT1,0.414610387,GTEx
CASS4,MALAT1,0.177072692,GTEx
CDH4,MALAT1,0.230457262,GTEx
TIAM1,MALAT1,0.214847995,GTEx
ITGB2,MALAT1,0.182768943,GTEx
ARVCF,MALAT1,0.469692496,GTEx
CRKL,MALAT1,0.31181144,GTEx
MAPK1,MALAT1,0.273114596,GTEx
PPM1F,MALAT1,0.372098224,GTEx
NF2,MALAT1,0.118419945,GTEx
RNF185,MALAT1,0.525344599,GTEx
MYH9,MALAT1,0.42746214,GTEx
SH3BP1,MALAT1,0.210645537,GTEx
TRIOBP,MALAT1,0.394789129,GTEx
CSNK1E,MALAT1,0.664167055,GTEx
PARVB,MALAT1,0.037079671,GTEx
SH3KBP1,MALAT1,0.141392056,GTEx
SMPX,MALAT1,0.042045249,GTEx
MSN,MALAT1,0.351327937,GTEx
ARHGEF6,MALAT1,0.242277291,GTEx
FLNA,MALAT1,0.318685269,GTEx
AJAP1,HOTAIR,0.074947901,GTEx
FBLIM1,HOTAIR,0.044450824,GTEx
CDC42,HOTAIR,0.143137092,GTEx
ASAP3,HOTAIR,0.2966808,GTEx
SLC9A1,HOTAIR,-0.054444072,GTEx
WASF2,HOTAIR,0.137107799,GTEx
EPB41,HOTAIR,-0.011304801,GTEx
PTPRU,HOTAIR,0.292338403,GTEx
FABP3,HOTAIR,-0.013928706,GTEx
MACF1,HOTAIR,0.004291978,GTEx
PTPRF,HOTAIR,0.163655179,GTEx
TSPAN1,HOTAIR,0.11567788,GTEx
ITGB3BP,HOTAIR,0.126581178,GTEx
NEXN,HOTAIR,0.092634579,GTEx
SSX2IP,HOTAIR,-0.034763303,GTEx
BCAR3,HOTAIR,0.3054777,GTEx
VAV3,HOTAIR,-0.147705641,GTEx
RAP1A,HOTAIR,0.028171572,GTEx
CAPZA1,HOTAIR,0.053623844,GTEx
ITGA10,HOTAIR,0.168757146,GTEx
HAX1,HOTAIR,0.191341437,GTEx
SHC1,HOTAIR,0.156004886,GTEx
ARHGEF2,HOTAIR,0.005395309,GTEx
CSRP1,HOTAIR,0.082404945,GTEx
PTPN14,HOTAIR,0.331235431,GTEx
CAPN2,HOTAIR,0.160924542,GTEx
ENAH,HOTAIR,0.107800919,GTEx
ARF1,HOTAIR,0.077894064,GTEx
RHOU,HOTAIR,-0.052453893,GTEx
ACP1,HOTAIR,0.071926531,GTEx
ASAP2,HOTAIR,0.17428581,GTEx
ITGB1BP1,HOTAIR,0.259928861,GTEx
SDC1,HOTAIR,0.004332208,GTEx
SOS1,HOTAIR,0.231184762,GTEx
SPTBN1,HOTAIR,0.048343739,GTEx
CTNNA2,HOTAIR,-0.018918611,GTEx
FHL2,HOTAIR,0.260491876,GTEx
NCK2,HOTAIR,0.06932153,GTEx
LIMS1,HOTAIR,0.2474722,GTEx
ACTR3,HOTAIR,-0.004033467,GTEx
LIMS2,HOTAIR,0.088764745,GTEx
PKP4,HOTAIR,0.065523995,GTEx
ITGB6,HOTAIR,0.095683818,GTEx
ITGA6,HOTAIR,0.215241176,GTEx
ITGA4,HOTAIR,0.074299068,GTEx
ITGAV,HOTAIR,0.107229365,GTEx
CASP8,HOTAIR,0.057741506,GTEx
ABI2,HOTAIR,-0.022044247,GTEx
NRP2,HOTAIR,0.145508372,GTEx
TNS1,HOTAIR,0.159201204,GTEx
ARPC2,HOTAIR,0.08595671,GTEx
IRS1,HOTAIR,0.22954893,GTEx
INPP5D,HOTAIR,0.137799311,GTEx
ILKAP,HOTAIR,0.236070087,GTEx
ANKRD28,HOTAIR,0.378421159,GTEx
ITGA9,HOTAIR,-0.054629509,GTEx
CTNNB1,HOTAIR,0.173111419,GTEx
RHOA,HOTAIR,0.154160277,GTEx
PPM1M,HOTAIR,0.086344815,GTEx
NISCH,HOTAIR,0.162423007,GTEx
PRKCD,HOTAIR,-0.034481774,GTEx
FLNB,HOTAIR,0.200004121,GTEx
MAGI1,HOTAIR,0.127613573,GTEx
CD47,HOTAIR,-0.018954384,GTEx
ITGB5,HOTAIR,0.247046158,GTEx
HEG1,HOTAIR,-0.00608593,GTEx
PLD1,HOTAIR,0.010955563,GTEx
ECT2,HOTAIR,0.062063917,GTEx
PIK3CA,HOTAIR,0.255448188,GTEx
LPP,HOTAIR,0.224120447,GTEx
DLG1,HOTAIR,0.133099666,GTEx
ADD1,HOTAIR,0.148597911,GTEx
SHROOM3,HOTAIR,-0.124811459,GTEx
ARHGAP24,HOTAIR,0.126309275,GTEx
GAB1,HOTAIR,0.023417251,GTEx
RAPGEF2,HOTAIR,0.092679568,GTEx
PALLD,HOTAIR,0.135641829,GTEx
CASP3,HOTAIR,0.024638759,GTEx
SORBS2,HOTAIR,-0.122874963,GTEx
FAT1,HOTAIR,0.115679654,GTEx
EXOC3,HOTAIR,0.24136521,GTEx
CTNND2,HOTAIR,-0.087908377,GTEx
TRIO,HOTAIR,0.147630647,GTEx
CDH18,HOTAIR,0.099700152,GTEx
CDH12,HOTAIR,0.187185819,GTEx
CDH10,HOTAIR,0.048472533,GTEx
CDH9,HOTAIR,0.013661115,GTEx
CDH6,HOTAIR,0.066936133,GTEx
PDZD2,HOTAIR,0.132918723,GTEx
ITGA1,HOTAIR,-0.019693298,GTEx
ITGA2,HOTAIR,0.061357111,GTEx
PDE4D,HOTAIR,0.097691966,GTEx
RASA1,HOTAIR,0.224144498,GTEx
FER,HOTAIR,0.210988012,GTEx
PPP2CA,HOTAIR,0.111287938,GTEx
CTNNA1,HOTAIR,0.18597766,GTEx
DIAPH1,HOTAIR,0.178246766,GTEx
ARHGAP26,HOTAIR,0.001117177,GTEx
DBN1,HOTAIR,0.143333302,GTEx
NEDD9,HOTAIR,0.151873282,GTEx
RNF5,HOTAIR,0.065390423,GTEx
DEF6,HOTAIR,-0.017620037,GTEx
CD2AP,HOTAIR,0.118197557,GTEx
MYO6,HOTAIR,-0.011302769,GTEx
FYN,HOTAIR,0.17341852,GTEx
MARCKS,HOTAIR,0.009146847,GTEx
PTPRK,HOTAIR,0.061055362,GTEx
EZR,HOTAIR,-0.11798214,GTEx
GNA12,HOTAIR,0.072271854,GTEx
ACTB,HOTAIR,-0.039145642,GTEx
FSCN1,HOTAIR,0.089299156,GTEx
RAC1,HOTAIR,0.202688494,GTEx
ITGB8,HOTAIR,-0.025613909,GTEx
ELMO1,HOTAIR,-0.060435741,GTEx
EGFR,HOTAIR,0.285719364,GTEx
LIMK1,HOTAIR,0.116859899,GTEx
HSPB1,HOTAIR,0.119715329,GTEx
PTPN12,HOTAIR,0.221207938,GTEx
KRIT1,HOTAIR,0.152870753,GTEx
TRIP6,HOTAIR,0.225263102,GTEx
CBLL1,HOTAIR,0.240872506,GTEx
TES,HOTAIR,-0.056028232,GTEx
CAV1,HOTAIR,0.171979502,GTEx
MET,HOTAIR,0.288905834,GTEx
WASL,HOTAIR,0.138665804,GTEx
ZYX,HOTAIR,0.034440236,GTEx
KCNH2,HOTAIR,-0.116921641,GTEx
DLC1,HOTAIR,0.150075505,GTEx
SORBS3,HOTAIR,0.255208014,GTEx
PTK2B,HOTAIR,-0.041089696,GTEx
ADAM9,HOTAIR,0.044701601,GTEx
LYN,HOTAIR,-0.065555328,GTEx
SDCBP,HOTAIR,0.13185086,GTEx
PABPC1,HOTAIR,0.136740768,GTEx
PTK2,HOTAIR,0.175507513,GTEx
SCRIB,HOTAIR,0.257191756,GTEx
PLEC,HOTAIR,0.382167021,GTEx
SHARPIN,HOTAIR,0.173395549,GTEx
TESK1,HOTAIR,0.221081965,GTEx
TLN1,HOTAIR,0.085761061,GTEx
TJP2,HOTAIR,0.054103565,GTEx
OSTF1,HOTAIR,0.050230977,GTEx
SYK,HOTAIR,-0.049099391,GTEx
SPTLC1,HOTAIR,0.203138219,GTEx
CORO2A,HOTAIR,0.041477972,GTEx
ENG,HOTAIR,0.084258841,GTEx
ABL1,HOTAIR,0.131968497,GTEx
RAPGEF1,HOTAIR,0.127932887,GTEx
VAV2,HOTAIR,-0.010127685,GTEx
ITGA8,HOTAIR,0.035049676,GTEx
VIM,HOTAIR,0.207240119,GTEx
ARHGAP21,HOTAIR,0.145842081,GTEx
ABI1,HOTAIR,0.114633545,GTEx
MPP7,HOTAIR,-0.086252618,GTEx
SVIL,HOTAIR,0.082935673,GTEx
ARHGAP12,HOTAIR,0.202173151,GTEx
ITGB1,HOTAIR,0.133002629,GTEx
NRP1,HOTAIR,0.169291044,GTEx
PARD3,HOTAIR,0.232716491,GTEx
MAPK8,HOTAIR,0.138310675,GTEx
ANK3,HOTAIR,0.050930283,GTEx
CTNNA3,HOTAIR,-0.006416817,GTEx
VCL,HOTAIR,0.134349707,GTEx
DLG5,HOTAIR,0.176993839,GTEx
LDB3,HOTAIR,0.07386391,GTEx
PTEN,HOTAIR,0.171143835,GTEx
SORBS1,HOTAIR,0.229352952,GTEx
ADAM12,HOTAIR,0.021702783,GTEx
DOCK1,HOTAIR,0.243742026,GTEx
HRAS,HOTAIR,0.155669131,GTEx
CD151,HOTAIR,0.146889344,GTEx
ILK,HOTAIR,0.075417351,GTEx
PARVA,HOTAIR,0.151339074,GTEx
PLEKHA7,HOTAIR,0.07456293,GTEx
PTPRJ,HOTAIR,-0.118721124,GTEx
CTNND1,HOTAIR,0.152359644,GTEx
LPXN,HOTAIR,0.017599916,GTEx
SLC3A2,HOTAIR,0.200329982,GTEx
FERMT3,HOTAIR,0.025101465,GTEx
CAPN1,HOTAIR,0.133042333,GTEx
CFL1,HOTAIR,-0.064341653,GTEx
CORO1B,HOTAIR,0.079422626,GTEx
PPFIA1,HOTAIR,0.264552063,GTEx
CTTN,HOTAIR,0.213677375,GTEx
INPPL1,HOTAIR,0.106736948,GTEx
MYO7A,HOTAIR,0.058201544,GTEx
PAK1,HOTAIR,-0.019635758,GTEx
RDX,HOTAIR,0.201451268,GTEx
LAYN,HOTAIR,0.028188344,GTEx
CBL,HOTAIR,0.063374105,GTEx
THY1,HOTAIR,-0.043300448,GTEx
ARHGEF12,HOTAIR,0.233574642,GTEx
ARHGAP32,HOTAIR,0.154121338,GTEx
PTPN6,HOTAIR,-0.048575058,GTEx
PTPRO,HOTAIR,-0.002660343,GTEx
TUBA1B,HOTAIR,-0.024055436,GTEx
RACGAP1,HOTAIR,0.04033812,GTEx
LIMA1,HOTAIR,0.272528934,GTEx
ITGB7,HOTAIR,0.044537753,GTEx
ITGA5,HOTAIR,0.073148609,GTEx
ITGA7,HOTAIR,0.158543906,GTEx
LRP1,HOTAIR,0.20961154,GTEx
AGAP2,HOTAIR,0.000346331,GTEx
LIN7A,HOTAIR,0.14591256,GTEx
VEZT,HOTAIR,0.182440909,GTEx
SSH1,HOTAIR,0.179233285,GTEx
TRPV4,HOTAIR,0.060467958,GTEx
GIT2,HOTAIR,0.055346659,GTEx
PTPN11,HOTAIR,0.206747207,GTEx
PXN,HOTAIR,0.313376038,GTEx
CLIP1,HOTAIR,0.185773126,GTEx
STARD13,HOTAIR,0.121213357,GTEx
TRPC4,HOTAIR,0.003287432,GTEx
LMO7,HOTAIR,0.078955769,GTEx
ARHGEF7,HOTAIR,0.219325197,GTEx
MMP14,HOTAIR,0.275413362,GTEx
CDH24,HOTAIR,0.097497738,GTEx
PRKD1,HOTAIR,0.094628845,GTEx
ARHGAP5,HOTAIR,0.06384054,GTEx
ARF6,HOTAIR,0.116817812,GTEx
FERMT2,HOTAIR,0.099600547,GTEx
KTN1,HOTAIR,0.251227133,GTEx
AKAP5,HOTAIR,-0.121877344,GTEx
HSPA2,HOTAIR,0.106775114,GTEx
ACTN1,HOTAIR,0.101503279,GTEx
PSEN1,HOTAIR,0.147860742,GTEx
NUMB,HOTAIR,0.143610512,GTEx
DYNC1H1,HOTAIR,0.183540092,GTEx
ZFYVE21,HOTAIR,0.140765887,GTEx
AKT1,HOTAIR,0.050078751,GTEx
TJP1,HOTAIR,0.146573922,GTEx
TRPM7,HOTAIR,0.205893022,GTEx
CGNL1,HOTAIR,-0.023922529,GTEx
ADAM10,HOTAIR,0.085316873,GTEx
ITGA11,HOTAIR,0.15646205,GTEx
CSK,HOTAIR,0.055861561,GTEx
PEAK1,HOTAIR,0.195120435,GTEx
CIB2,HOTAIR,0.044253765,GTEx
CIB1,HOTAIR,-0.131440305,GTEx
IQGAP1,HOTAIR,0.144284092,GTEx
SYNM,HOTAIR,0.069057413,GTEx
MAPK8IP3,HOTAIR,0.057357641,GTEx
PKD1,HOTAIR,0.15447625,GTEx
PDPK1,HOTAIR,0.091987216,GTEx
NUDT16L1,HOTAIR,-0.068437931,GTEx
SH2B1,HOTAIR,0.051551187,GTEx
ITGAL,HOTAIR,0.034496562,GTEx
ITGAM,HOTAIR,0.014987483,GTEx
ITGAX,HOTAIR,-0.002831379,GTEx
ITGAD,HOTAIR,0.131077814,GTEx
TGFB1I1,HOTAIR,0.062739635,GTEx
CDH8,HOTAIR,-0.002332935,GTEx
CDH11,HOTAIR,0.163804528,GTEx
CDH5,HOTAIR,0.152818655,GTEx
CDH3,HOTAIR,-0.01330074,GTEx
CDH1,HOTAIR,-0.001585521,GTEx
BCAR1,HOTAIR,0.126557936,GTEx
CDH15,HOTAIR,-0.011600191,GTEx
CRK,HOTAIR,0.189228541,GTEx
ITGAE,HOTAIR,0.163779916,GTEx
PFN1,HOTAIR,-0.03115774,GTEx
NDEL1,HOTAIR,0.145921188,GTEx
MYH10,HOTAIR,0.096574447,GTEx
GIT1,HOTAIR,0.144823858,GTEx
SRCIN1,HOTAIR,0.062757685,GTEx
LASP1,HOTAIR,0.069288677,GTEx
GRB7,HOTAIR,0.046954391,GTEx
WIPF2,HOTAIR,0.074064053,GTEx
JUP,HOTAIR,0.104623342,GTEx
STAT3,HOTAIR,0.117974372,GTEx
ITGB3,HOTAIR,0.066634226,GTEx
ABI3,HOTAIR,0.021652508,GTEx
ITGA3,HOTAIR,0.042144714,GTEx
NME1,HOTAIR,0.023992793,GTEx
PRKCA,HOTAIR,-0.012826643,GTEx
GRB2,HOTAIR,-0.028201461,GTEx
ITGB4,HOTAIR,0.095033863,GTEx
SLC16A3,HOTAIR,-0.017753354,GTEx
MYOM1,HOTAIR,0.020651939,GTEx
PTPRM,HOTAIR,0.147265231,GTEx
PTPN2,HOTAIR,0.079652548,GTEx
ROCK1,HOTAIR,0.118614334,GTEx
CDH2,HOTAIR,-0.08347863,GTEx
CDH20,HOTAIR,0.161440823,GTEx
CDH7,HOTAIR,-0.009049718,GTEx
CDH19,HOTAIR,-0.049781954,GTEx
PIP5K1C,HOTAIR,-0.015903185,GTEx
VAV1,HOTAIR,-0.018467893,GTEx
INSR,HOTAIR,0.161618128,GTEx
RAVER1,HOTAIR,0.038350093,GTEx
KEAP1,HOTAIR,0.277965507,GTEx
DNM2,HOTAIR,0.124268325,GTEx
CALR,HOTAIR,-0.056339607,GTEx
PRKACA,HOTAIR,0.105195811,GTEx
SIPA1L3,HOTAIR,0.046367553,GTEx
ACTN4,HOTAIR,0.160881433,GTEx
CEACAM1,HOTAIR,-0.097568373,GTEx
PLAUR,HOTAIR,0.055811451,GTEx
PVR,HOTAIR,0.047657573,GTEx
VASP,HOTAIR,-0.061126981,GTEx
ARHGAP35,HOTAIR,0.053911726,GTEx
CYTH2,HOTAIR,0.11295425,GTEx
PTPRH,HOTAIR,0.082282104,GTEx
CSNK2A1,HOTAIR,0.311554128,GTEx
SIRPA,HOTAIR,0.055300639,GTEx
PTPRA,HOTAIR,0.171739872,GTEx
PRNP,HOTAIR,0.087574985,GTEx
FERMT1,HOTAIR,0.01097783,GTEx
SRC,HOTAIR,-0.033572379,GTEx
PLCG1,HOTAIR,0.179414416,GTEx
PTPRT,HOTAIR,-0.033784758,GTEx
SDC4,HOTAIR,0.089484976,GTEx
CDH22,HOTAIR,0.055093955,GTEx
PTPN1,HOTAIR,0.140463826,GTEx
CASS4,HOTAIR,-0.003301719,GTEx
CDH4,HOTAIR,0.161753445,GTEx
TIAM1,HOTAIR,0.183859646,GTEx
ITGB2,HOTAIR,-0.005355198,GTEx
ARVCF,HOTAIR,0.033699477,GTEx
CRKL,HOTAIR,0.248244834,GTEx
MAPK1,HOTAIR,0.066481524,GTEx
PPM1F,HOTAIR,0.171161258,GTEx
NF2,HOTAIR,0.028095565,GTEx
RNF185,HOTAIR,0.155015615,GTEx
MYH9,HOTAIR,0.179471012,GTEx
SH3BP1,HOTAIR,0.042165689,GTEx
TRIOBP,HOTAIR,0.15530391,GTEx
CSNK1E,HOTAIR,0.272887,GTEx
PARVB,HOTAIR,0.221620563,GTEx
SH3KBP1,HOTAIR,0.145078526,GTEx
SMPX,HOTAIR,-0.064328779,GTEx
MSN,HOTAIR,0.06884929,GTEx
ARHGEF6,HOTAIR,0.199234363,GTEx
FLNA,HOTAIR,0.158784121,GTEx
AJAP1,MEG3,0.258079534,GTEx
FBLIM1,MEG3,0.138165698,GTEx
CDC42,MEG3,0.037849496,GTEx
ASAP3,MEG3,0.17276803,GTEx
SLC9A1,MEG3,0.138115177,GTEx
WASF2,MEG3,0.017591354,GTEx
EPB41,MEG3,-0.245153136,GTEx
PTPRU,MEG3,0.308148081,GTEx
FABP3,MEG3,0.280867467,GTEx
MACF1,MEG3,0.171446833,GTEx
PTPRF,MEG3,0.086052702,GTEx
TSPAN1,MEG3,0.076546045,GTEx
ITGB3BP,MEG3,0.295291928,GTEx
NEXN,MEG3,0.1734792,GTEx
SSX2IP,MEG3,0.275341531,GTEx
BCAR3,MEG3,0.234746467,GTEx
VAV3,MEG3,-0.081505377,GTEx
RAP1A,MEG3,0.117205643,GTEx
CAPZA1,MEG3,0.053192797,GTEx
ITGA10,MEG3,0.131821043,GTEx
HAX1,MEG3,0.121972772,GTEx
SHC1,MEG3,0.263149558,GTEx
ARHGEF2,MEG3,0.252405149,GTEx
CSRP1,MEG3,0.385948212,GTEx
PTPN14,MEG3,0.1565291,GTEx
CAPN2,MEG3,0.247096336,GTEx
ENAH,MEG3,0.331194562,GTEx
ARF1,MEG3,0.160529756,GTEx
RHOU,MEG3,0.204536289,GTEx
ACP1,MEG3,0.249613452,GTEx
ASAP2,MEG3,0.318182974,GTEx
ITGB1BP1,MEG3,0.500026507,GTEx
SDC1,MEG3,0.093678444,GTEx
SOS1,MEG3,0.228976146,GTEx
SPTBN1,MEG3,0.376778536,GTEx
CTNNA2,MEG3,0.115944029,GTEx
FHL2,MEG3,0.262841316,GTEx
NCK2,MEG3,0.057012738,GTEx
LIMS1,MEG3,0.151062043,GTEx
ACTR3,MEG3,0.069071168,GTEx
LIMS2,MEG3,0.223453462,GTEx
PKP4,MEG3,0.316270689,GTEx
ITGB6,MEG3,-0.207871635,GTEx
ITGA6,MEG3,0.114470344,GTEx
ITGA4,MEG3,0.161880032,GTEx
ITGAV,MEG3,0.324669458,GTEx
CASP8,MEG3,-0.00061683,GTEx
ABI2,MEG3,0.493109214,GTEx
NRP2,MEG3,0.320080879,GTEx
TNS1,MEG3,0.167479075,GTEx
ARPC2,MEG3,-0.012509541,GTEx
IRS1,MEG3,0.139622634,GTEx
INPP5D,MEG3,0.232304692,GTEx
ILKAP,MEG3,0.23945119,GTEx
ANKRD28,MEG3,0.193017905,GTEx
ITGA9,MEG3,0.09668758,GTEx
CTNNB1,MEG3,0.277574037,GTEx
RHOA,MEG3,0.112719342,GTEx
PPM1M,MEG3,0.269983757,GTEx
NISCH,MEG3,0.375341217,GTEx
PRKCD,MEG3,-0.144726971,GTEx
FLNB,MEG3,0.226996281,GTEx
MAGI1,MEG3,0.282408565,GTEx
CD47,MEG3,0.319967121,GTEx
ITGB5,MEG3,0.225643708,GTEx
HEG1,MEG3,0.196002685,GTEx
PLD1,MEG3,0.036036016,GTEx
ECT2,MEG3,0.123068376,GTEx
PIK3CA,MEG3,0.239799207,GTEx
LPP,MEG3,0.248439312,GTEx
DLG1,MEG3,0.173805884,GTEx
ADD1,MEG3,0.325666935,GTEx
SHROOM3,MEG3,0.025109101,GTEx
ARHGAP24,MEG3,0.316022846,GTEx
GAB1,MEG3,0.185350362,GTEx
RAPGEF2,MEG3,0.307446255,GTEx
PALLD,MEG3,0.158393794,GTEx
CASP3,MEG3,0.086297084,GTEx
SORBS2,MEG3,0.167572474,GTEx
FAT1,MEG3,0.212034348,GTEx
EXOC3,MEG3,-0.000106296,GTEx
CTNND2,MEG3,0.122273227,GTEx
TRIO,MEG3,0.401954414,GTEx
CDH18,MEG3,0.092051211,GTEx
CDH12,MEG3,0.098885758,GTEx
CDH10,MEG3,0.192351431,GTEx
CDH9,MEG3,0.011762625,GTEx
CDH6,MEG3,0.351673836,GTEx
PDZD2,MEG3,0.20393042,GTEx
ITGA1,MEG3,0.252434756,GTEx
ITGA2,MEG3,0.198872242,GTEx
PDE4D,MEG3,0.150924533,GTEx
RASA1,MEG3,0.379009433,GTEx
FER,MEG3,0.338829488,GTEx
PPP2CA,MEG3,0.188248314,GTEx
CTNNA1,MEG3,0.154933842,GTEx
DIAPH1,MEG3,-0.171828432,GTEx
ARHGAP26,MEG3,0.203606604,GTEx
DBN1,MEG3,0.481402866,GTEx
NEDD9,MEG3,0.103782079,GTEx
RNF5,MEG3,0.117562981,GTEx
DEF6,MEG3,-0.038381911,GTEx
CD2AP,MEG3,0.022519285,GTEx
MYO6,MEG3,0.160040851,GTEx
FYN,MEG3,0.480855858,GTEx
MARCKS,MEG3,0.344667719,GTEx
PTPRK,MEG3,0.18327504,GTEx
EZR,MEG3,-0.119488913,GTEx
GNA12,MEG3,0.436892462,GTEx
ACTB,MEG3,0.131140824,GTEx
FSCN1,MEG3,0.398571153,GTEx
RAC1,MEG3,0.181750983,GTEx
ITGB8,MEG3,0.295573781,GTEx
ELMO1,MEG3,0.257020087,GTEx
EGFR,MEG3,0.178591182,GTEx
LIMK1,MEG3,0.291929167,GTEx
HSPB1,MEG3,-0.030097192,GTEx
PTPN12,MEG3,0.281224734,GTEx
KRIT1,MEG3,0.272685708,GTEx
TRIP6,MEG3,0.263879978,GTEx
CBLL1,MEG3,0.095160607,GTEx
TES,MEG3,-0.039988136,GTEx
CAV1,MEG3,0.185667719,GTEx
MET,MEG3,0.15448632,GTEx
WASL,MEG3,0.323911552,GTEx
ZYX,MEG3,0.160763825,GTEx
KCNH2,MEG3,0.252417328,GTEx
DLC1,MEG3,0.419154071,GTEx
SORBS3,MEG3,0.33619074,GTEx
PTK2B,MEG3,0.136356144,GTEx
ADAM9,MEG3,0.098735564,GTEx
LYN,MEG3,0.043046843,GTEx
SDCBP,MEG3,0.286976952,GTEx
PABPC1,MEG3,0.020505674,GTEx
PTK2,MEG3,0.442151719,GTEx
SCRIB,MEG3,0.143202869,GTEx
PLEC,MEG3,0.216072853,GTEx
SHARPIN,MEG3,0.093010568,GTEx
TESK1,MEG3,0.177604751,GTEx
TLN1,MEG3,0.195782296,GTEx
TJP2,MEG3,0.043201256,GTEx
OSTF1,MEG3,0.043552289,GTEx
SYK,MEG3,-0.146432422,GTEx
SPTLC1,MEG3,0.194110521,GTEx
CORO2A,MEG3,0.051426233,GTEx
ENG,MEG3,0.226383526,GTEx
ABL1,MEG3,0.254574972,GTEx
RAPGEF1,MEG3,0.085757424,GTEx
VAV2,MEG3,0.301235422,GTEx
ITGA8,MEG3,0.0991888,GTEx
VIM,MEG3,0.290651819,GTEx
ARHGAP21,MEG3,0.57549555,GTEx
ABI1,MEG3,0.123726659,GTEx
MPP7,MEG3,-0.094007643,GTEx
SVIL,MEG3,-0.005788766,GTEx
ARHGAP12,MEG3,0.407353161,GTEx
ITGB1,MEG3,0.145612194,GTEx
